0,0,0,0,-1,0,1
1,3,0,0,-1,0,1
2,0,-2,-1,-1,0,1
3,3,1,-2,-1,0,1
4,0,1,0,-1,0,1
5,3,3,-1,-1,0,1
6,0,0,0,-1,0,1
7,3,0,-4,-1,0,1
8,0,-2,-1,-1,0,1
9,3,1,-4,-1,0,1
10,-2,-1,-2,-1,0,1
11,1,-1,-3,-1,0,1
12,-2,0,0,-1,0,1
13,3,-1,-3,-1,0,1
14,-6,-5,-4,-1,-1,1
15,1,-6,-4,-1,-1,1
16,-4,-10,-1,-1,-1,1
17,1,-7,-2,-1,-1,1
18,-2,-6,3,-1,-1,1
19,3,-2,3,-1,-1,1
20,-2,-6,6,-1,-1,1
21,3,-7,3,-1,-1,1
22,-8,-15,1,-1,-2,1
23,-5,-16,-1,-1,-2,1
24,-10,-15,3,-1,-2,1
25,-7,-16,-1,-1,-2,1
26,-14,-18,2,-1,-2,1
27,-11,-15,2,-1,-2,1
28,-14,-18,3,-1,-2,1
29,-7,-15,3,-1,-2,1
30,-18,-23,2,-1,-2,1
31,-13,-24,-2,-1,-2,1
32,-22,-28,2,-1,-3,1
33,-15,-28,-1,-1,-3,1
34,-18,-23,1,-1,-4,1
35,-15,-20,0,-1,-4,1
36,-22,-25,2,-1,-7,1
37,-17,-21,0,-1,-7,1
38,-24,-20,1,-1,-9,1
39,-19,-21,0,-1,-9,1
40,-26,-25,4,-1,-9,1
41,-17,-22,2,-1,-9,1
42,-28,-24,4,-1,-9,1
43,-25,-25,1,-1,-9,1
44,-34,-20,3,-1,-10,1
45,-31,-20,3,-1,-10,1
46,-38,-21,9,-1,-10,1
47,-33,-17,5,-1,-10,1
48,-40,-12,6,-1,-11,1
49,-37,-13,5,-1,-11,1
50,-40,-18,5,-1,-14,1
51,-35,-19,7,-1,-14,1
52,-38,-16,7,-1,-14,1
53,-29,-15,6,1,-14,1
54,-24,-16,5,-1,-8,1
55,-11,-27,3,-1,-8,1
56,-18,-27,3,-1,-9,1
57,-9,-46,2,1,-9,1
58,10,-69,-1,1,-9,1
59,-3,-67,0,1,-10,1
60,8,-68,0,-1,-4,1
0,0,0,0,-1,0,-1
1,3,0,0,-1,0,-1
2,0,-2,-1,-1,0,-1
3,3,1,-2,-1,0,-1
4,0,1,0,-1,0,-1
5,3,3,-1,-1,0,-1
6,0,0,0,-1,0,-1
7,5,2,0,-1,0,-1
8,0,0,0,-1,0,-1
9,3,-1,-2,-1,0,-1
10,0,-1,-1,-1,0,-1
11,5,3,-3,-1,0,-1
12,2,-1,-4,-1,0,-1
13,5,-1,-3,-1,0,-1
14,-4,-5,3,-1,0,-1
15,-1,-6,-1,-1,0,-1
16,-6,-6,7,-1,0,-1
17,1,-2,1,-1,0,-1
18,-8,-6,0,-1,0,-1
19,-5,-7,-6,-1,0,-1
20,-12,-10,1,-1,0,-1
21,-1,-2,-4,-1,0,-1
22,-4,-1,0,-1,0,-1
23,11,0,-6,-1,0,-1
24,8,0,-3,-1,0,-1
25,11,3,-6,-1,0,-1
26,8,4,-3,-1,0,-1
27,11,3,-6,-1,0,-1
28,4,2,-1,-1,0,-1
29,11,5,-5,-1,0,-1
30,-2,-1,2,-1,0,-1
31,5,0,0,-1,0,-1
32,-2,1,6,-1,0,-1
33,5,1,2,-1,0,-1
34,-10,-2,5,-1,0,-1
35,-5,-2,3,-1,0,-1
36,-14,-9,9,-1,0,-1
37,-1,-3,1,-1,0,-1
38,-6,-2,3,-1,0,-1
39,-1,-1,1,-1,0,-1
40,-10,-4,1,-1,0,-1
41,-5,-5,0,-1,0,-1
42,-8,-4,4,-1,0,-1
43,-5,-5,2,-1,0,-1
44,-18,-6,0,-1,0,-1
45,-15,-7,-2,-1,0,-1
46,-22,-11,-1,-1,-6,-1
47,-19,-16,-3,-1,-6,-1
48,-30,-13,-2,-1,-10,-1
49,-21,-14,0,-1,-10,-1
50,-24,-18,1,-1,-12,-1
51,-17,-19,2,-1,-12,-1
52,-20,-20,2,-1,-14,-1
53,-15,-17,2,-1,-14,-1
54,-22,-6,2,-1,-14,-1
55,-19,-11,2,-1,-14,-1
56,-36,-8,4,-1,-14,-1
57,-25,8,3,1,-7,-1
58,-20,12,2,-1,-6,-1
59,-5,13,0,-1,0,-1
60,-8,20,0,1,0,-1
0,0,0,0,-1,0,-1
1,3,0,0,-1,0,-1
2,0,-2,-1,-1,0,-1
3,3,1,-2,-1,0,-1
4,0,1,0,-1,0,-1
5,3,3,-1,-1,0,-1
6,0,0,0,-1,0,-1
7,5,2,0,-1,0,-1
8,0,0,0,-1,0,-1
9,3,-1,-2,-1,0,-1
10,0,-1,-1,-1,0,-1
11,5,3,-3,-1,0,-1
12,2,-1,-4,-1,0,-1
13,5,-1,-3,-1,0,-1
14,2,0,1,-1,0,-1
15,7,4,-1,-1,0,-1
16,0,1,2,-1,0,-1
17,5,4,3,-1,0,-1
18,0,4,4,-1,0,-1
19,5,7,-2,-1,0,-1
20,2,8,0,-1,0,-1
21,5,8,-4,-1,0,-1
22,-2,4,3,-1,0,-1
23,5,3,-5,-1,0,-1
24,0,-1,-2,-1,0,-1
25,3,-2,-5,-1,0,-1
26,-4,-6,-5,-1,-1,-1
27,1,-2,-5,-1,-1,-1
28,-4,-6,0,-1,-1,-1
29,5,-7,-4,-1,-1,-1
30,-4,-11,1,-1,-1,-1
31,1,-8,-2,-1,-1,-1
32,-6,-8,2,-1,-1,-1
33,1,-9,-1,-1,-1,-1
34,-4,-13,4,-1,-1,-1
35,1,-14,0,-1,-1,-1
36,-8,-18,2,-1,-2,-1
37,-3,-15,1,-1,-2,-1
38,-8,-18,4,-1,-2,-1
39,-3,-21,-2,-1,-2,-1
40,-6,-16,-1,-1,-4,-1
41,-3,-15,-1,-1,-4,-1
42,-6,-18,-1,-1,-7,-1
43,1,-29,-4,-1,-1,-1
44,-4,-24,-2,-1,-3,-1
45,-1,-25,-4,-1,-3,-1
46,-4,-24,-2,-1,-4,-1
47,-1,-25,-2,-1,-4,-1
48,-4,-24,-1,-1,-5,-1
49,3,-23,-2,-1,-5,-1
50,0,-24,-2,-1,-7,-1
51,7,-29,0,-1,-7,-1
52,4,-28,-3,-1,-7,-1
53,17,-45,-4,-1,-7,-1
54,6,-30,-3,-1,-7,-1
55,15,-35,-4,-1,-7,-1
56,6,-24,-4,1,-7,-1
57,-3,-28,-3,-1,-8,-1
58,-28,-11,2,-1,-14,-1
59,-25,-11,0,-1,-13,-1
60,-28,2,0,1,-14,-1
0,0,0,0,-1,0,-1
1,3,0,0,-1,0,-1
2,0,-2,-1,-1,0,-1
3,3,1,-2,-1,0,-1
4,0,1,0,-1,0,-1
5,3,3,-1,-1,0,-1
6,0,0,0,-1,0,-1
7,5,2,0,-1,0,-1
8,0,0,0,-1,0,-1
9,3,-1,-2,-1,0,-1
10,0,-1,-1,-1,0,-1
11,5,3,-3,-1,0,-1
12,2,-1,-4,-1,0,-1
13,5,-1,-3,-1,0,-1
14,-4,-5,3,-1,0,-1
15,-1,-6,-1,-1,0,-1
16,-6,-6,7,-1,0,-1
17,1,-2,1,-1,0,-1
18,-8,-6,0,-1,0,-1
19,-5,-7,-6,-1,0,-1
20,-12,-10,1,-1,0,-1
21,-1,-2,-4,-1,0,-1
22,-4,-1,0,-1,0,-1
23,11,0,-6,-1,0,-1
24,8,0,-3,-1,0,-1
25,11,3,-6,-1,0,-1
26,8,4,-3,-1,0,-1
27,11,3,-6,-1,0,-1
28,4,2,-1,-1,0,-1
29,11,5,-5,-1,0,-1
30,-2,-1,2,-1,0,-1
31,5,0,0,-1,0,-1
32,-2,1,6,-1,0,-1
33,5,1,2,-1,0,-1
34,-10,-2,5,-1,0,-1
35,-5,-2,3,-1,0,-1
36,-14,-9,9,-1,0,-1
37,-1,-3,1,-1,0,-1
38,-6,-2,3,-1,0,-1
39,-1,-1,1,-1,0,-1
40,-10,-4,1,-1,0,-1
41,-5,-5,0,-1,0,-1
42,-8,-4,4,-1,0,-1
43,-5,-5,2,-1,0,-1
44,-18,-6,0,-1,0,-1
45,-15,-7,-2,-1,0,-1
46,-22,-11,-1,-1,-6,-1
47,-19,-16,-3,-1,-6,-1
48,-30,-13,-2,-1,-10,-1
49,-21,-14,0,-1,-10,-1
50,-24,-18,1,-1,-12,-1
51,-17,-19,2,-1,-12,-1
52,-20,-20,2,-1,-14,-1
53,-15,-17,2,-1,-14,-1
54,-22,-6,2,-1,-14,-1
55,-19,-11,2,-1,-14,-1
56,-36,-8,4,-1,-14,-1
57,-25,8,3,1,-7,-1
58,-20,12,2,-1,-6,-1
59,-5,13,0,-1,0,-1
60,-8,20,0,1,0,-1
0,0,0,0,-1,0,-1
1,3,0,0,-1,0,-1
2,0,-2,-1,-1,0,-1
3,3,1,-2,-1,0,-1
4,0,1,0,-1,0,-1
5,3,3,-1,-1,0,-1
6,0,0,0,-1,0,-1
7,5,2,0,-1,0,-1
8,0,0,0,-1,0,-1
9,3,-1,-2,-1,0,-1
10,0,-1,-1,-1,0,-1
11,5,3,-3,-1,0,-1
12,2,-1,-4,-1,0,-1
13,5,-1,-3,-1,0,-1
14,-4,-5,3,-1,0,-1
15,-1,-6,-1,-1,0,-1
16,-6,-6,7,-1,0,-1
17,1,-2,1,-1,0,-1
18,-8,-6,0,-1,0,-1
19,-5,-7,-6,-1,0,-1
20,-12,-10,1,-1,0,-1
21,-1,-2,-4,-1,0,-1
22,-4,-1,0,-1,0,-1
23,11,0,-6,-1,0,-1
24,8,0,-3,-1,0,-1
25,11,3,-6,-1,0,-1
26,8,4,-3,-1,0,-1
27,11,3,-6,-1,0,-1
28,4,2,-1,-1,0,-1
29,11,5,-5,-1,0,-1
30,-2,-1,2,-1,0,-1
31,5,0,0,-1,0,-1
32,-2,1,6,-1,0,-1
33,5,1,2,-1,0,-1
34,-10,-2,5,-1,0,-1
35,-5,-2,3,-1,0,-1
