0,0,0,0,-1,0,1
1,3,0,0,-1,0,1
2,0,0,0,-1,0,1
3,3,-1,-1,-1,0,1
4,0,-3,0,-1,0,1
5,3,-3,0,-1,0,1
6,0,-2,1,-1,0,1
7,3,0,0,-1,0,1
8,0,0,2,-1,0,1
9,3,0,6,-1,0,1
10,0,1,3,-1,0,1
11,3,0,2,-1,0,1
12,-4,0,-4,-1,0,1
13,5,3,1,-1,0,1
14,0,4,-2,-1,0,1
15,5,2,-3,-1,0,1
16,0,3,-3,-1,0,1
17,5,2,-5,-1,0,1
18,-4,-4,-12,-1,0,1
19,1,-4,-14,-1,0,1
20,-2,-4,-10,-1,0,1
21,5,-5,-8,-1,0,1
22,-2,-4,-4,-1,0,1
23,3,-1,-4,-1,0,1
24,-2,-3,-1,-1,0,1
25,1,-3,-3,-1,0,1
26,-8,-2,-3,-1,0,1
27,-3,-3,-5,-1,0,1
28,-10,-4,-2,-1,0,1
29,-7,-1,-7,-1,0,1
30,-14,-1,-2,-1,0,1
31,-11,-2,-2,-1,0,1
32,-16,-2,-3,-1,0,1
33,-9,-3,-4,-1,0,1
34,-14,-6,0,-1,0,1
35,-9,-3,-3,-1,0,1
36,-12,-3,-2,-1,0,1
37,-9,-6,-8,-1,0,1
38,-18,-1,-9,-1,0,1
39,-13,-2,-11,-1,0,1
40,-24,-4,0,-1,0,1
41,-19,-1,-4,-1,0,1
42,-22,-4,-6,-1,0,1
43,-19,-5,-6,-1,0,1
44,-22,-5,-2,-1,-1,1
45,-19,-6,-1,-1,-1,1
46,-24,-10,3,-1,-1,1
47,-15,-11,3,-1,-1,1
48,-22,-6,1,-1,-1,1
49,-17,-21,-1,-1,-1,1
50,-22,-18,0,-1,-1,1
51,-15,-8,1,-1,6,1
52,-24,-5,2,-1,6,1
53,-15,-4,1,-1,10,1
54,-18,3,1,-1,10,1
55,-15,3,1,-1,11,1
56,-22,18,2,-1,10,1
57,-15,22,2,-1,11,1
58,-20,25,2,-1,11,1
59,3,41,1,1,24,1
60,22,26,0,-1,24,1
0,0,0,0,-1,0,-1
1,3,0,0,-1,0,-1
2,0,-2,-1,-1,0,-1
3,3,-2,-2,-1,0,-1
4,0,-2,0,-1,0,-1
5,3,-2,-1,-1,0,-1
6,-2,-2,1,-1,0,-1
7,1,-3,-1,-1,0,-1
8,-2,-3,0,-1,0,-1
9,3,-4,-2,-1,0,-1
10,-2,-3,2,-1,0,-1
11,1,-4,1,-1,0,-1
12,-2,-6,-1,-1,0,-1
13,1,-7,0,-1,0,-1
14,-8,-8,2,-1,0,-1
15,-5,-8,1,-1,0,-1
16,-8,-9,1,-1,0,-1
17,1,-10,0,-1,0,-1
18,-2,-12,0,-1,0,-1
19,1,-12,2,-1,0,-1
20,-8,-10,6,-1,0,-1
21,-3,-8,3,-1,0,-1
22,-10,-11,7,-1,0,-1
23,-5,-12,11,-1,0,-1
24,-12,-10,16,-1,0,-1
25,-1,-2,6,-1,0,-1
26,-14,-3,8,-1,0,-1
27,-9,1,4,-1,0,-1
28,-12,-2,5,-1,0,-1
29,-5,1,1,-1,0,-1
30,-14,-2,-1,-1,0,-1
31,-9,-3,-2,-1,0,-1
32,-12,-3,1,-1,0,-1
33,-7,-4,2,-1,0,-1
34,-12,-1,6,-1,0,-1
35,-5,-2,6,-1,0,-1
36,-10,-2,2,-1,0,-1
37,-1,-3,4,-1,0,-1
38,-4,-2,4,-1,0,-1
39,-1,-3,-1,-1,0,-1
40,-4,-3,3,-1,0,-1
41,-1,-4,0,-1,0,-1
42,-10,-2,3,-1,0,-1
43,-5,-3,2,-1,0,-1
44,-8,-2,1,-1,0,-1
45,1,-1,0,-1,0,-1
46,-2,-4,1,-1,0,-1
47,5,1,1,-1,0,-1
48,0,2,2,-1,0,-1
49,5,-3,0,-1,0,-1
50,-2,2,0,-1,0,-1
51,15,-19,1,-1,0,-1
52,10,-13,-2,-1,-7,-1
53,13,-14,-2,-1,-7,-1
54,8,-5,-1,-1,-7,-1
55,19,-20,-3,-1,-7,-1
56,16,-20,-3,-1,-8,-1
57,25,-27,-3,-1,-8,-1
58,12,-37,-2,1,-15,-1
59,-13,-20,-1,-1,-21,-1
60,-36,-28,0,1,-28,-1
0,0,0,0,-1,0,1
1,3,0,0,-1,0,1
2,0,-2,-1,-1,0,1
3,3,-2,4,-1,0,1
4,-2,-2,4,-1,0,1
5,1,-2,3,-1,0,1
6,-6,-2,2,-1,0,1
7,-3,-3,-1,-1,0,1
8,-8,-2,-4,-1,0,1
9,1,1,-1,-1,0,1
10,-2,1,0,-1,0,1
11,3,3,1,-1,0,1
12,-2,4,1,-1,0,1
13,1,3,0,-1,0,1
14,-4,2,4,-1,0,1
15,1,2,-3,-1,0,1
16,-8,2,-4,-1,0,1
17,-5,1,-2,-1,0,1
18,-8,1,-4,-1,0,1
19,-3,-2,-2,-1,0,1
20,-10,-4,4,-1,0,1
21,-3,-4,7,-1,0,1
22,-8,-4,10,-1,0,1
23,-5,-3,9,-1,0,1
24,-8,-2,14,-1,0,1
25,-3,-1,12,-1,0,1
26,-6,2,13,-1,0,1
27,-3,-1,9,-1,0,1
28,-6,4,10,-1,0,1
29,-3,6,11,-1,0,1
30,-8,9,12,-1,0,1
31,3,8,6,-1,0,1
32,-2,6,9,-1,0,1
33,7,1,5,-1,0,1
34,2,3,4,-1,0,1
35,7,6,1,-1,0,1
36,4,6,5,-1,0,1
37,7,5,2,-1,0,1
38,0,2,4,-1,0,1
39,7,5,0,-1,0,1
40,4,5,4,-1,0,1
41,7,6,3,-1,0,1
42,-6,-1,5,-1,0,1
43,-3,-2,3,-1,0,1
44,-12,-1,8,-1,0,1
45,-7,3,7,-1,1,1
46,-10,4,6,-1,1,1
47,-1,5,5,-1,1,1
48,-4,12,6,-1,1,1
49,3,16,4,-1,8,1
50,-2,19,3,-1,8,1
51,7,20,2,-1,8,1
52,4,27,3,-1,8,1
53,15,18,4,-1,8,1
54,12,31,3,-1,8,1
55,21,24,2,-1,8,1
56,14,29,1,-1,8,1
57,29,29,-1,-1,13,1
58,26,34,0,-1,12,1
59,35,36,-1,-1,23,1
60,28,32,0,1,22,1
0,0,0,0,-1,0,1
1,3,0,0,-1,0,1
2,0,0,0,-1,0,1
3,5,2,0,-1,0,1
4,2,0,-2,-1,0,1
5,5,0,-2,-1,0,1
6,-2,-3,0,-1,0,1
7,1,-3,-1,-1,0,1
8,-4,-3,1,-1,0,1
9,-1,-4,-2,-1,0,1
10,-4,-6,1,-1,0,1
11,3,0,-3,-1,0,1
12,-2,-3,-5,-1,0,1
13,3,-4,0,-1,0,1
14,0,-3,3,-1,0,1
15,7,1,1,-1,0,1
16,4,1,1,-1,0,1
17,11,0,1,-1,0,1
18,8,0,-1,-1,0,1
19,11,-1,1,-1,0,1
20,0,-4,0,-1,0,1
21,7,0,-3,-1,0,1
22,4,0,-1,-1,0,1
23,7,3,-3,-1,0,1
24,4,3,-2,-1,0,1
25,7,2,0,-1,0,1
26,0,-2,5,-1,0,1
27,9,2,-3,-1,0,1
28,0,-2,-1,-1,0,1
29,3,-3,-3,-1,0,1
30,0,-6,-5,-1,0,1
31,5,-7,-5,-1,0,1
32,2,-6,-3,-1,0,1
33,7,-7,-6,-1,0,1
34,4,-7,-6,-1,0,1
35,9,-8,-4,-1,0,1
36,4,-11,-6,-1,0,1
37,7,-12,-5,-1,0,1
38,2,-10,1,-1,0,1
39,7,-7,-1,-1,0,1
40,4,-4,-1,-1,0,1
41,7,-1,-2,-1,0,1
42,0,4,-1,-1,0,1
43,11,-1,-2,-1,0,1
44,2,-4,-1,-1,0,1
45,15,-13,-3,-1,0,1
46,8,-8,-3,-1,0,1
47,11,-15,-5,-1,0,1
48,6,-19,-2,-1,-6,1
49,9,-26,-3,-1,-6,1
50,2,-30,-2,-1,-13,1
51,7,-39,-3,-1,-13,1
52,2,-43,-1,-1,-14,1
53,5,-56,-1,-1,-13,1
54,-4,-51,0,-1,-13,1
55,3,-46,1,-1,-13,1
56,-2,-41,2,-1,-13,1
57,1,-37,2,-1,-7,1
58,-4,-36,2,-1,-7,1
59,7,-53,1,1,-6,1
60,16,-66,0,-1,0,1
0,0,0,0,-1,0,1
1,3,0,0,-1,0,1
2,0,0,1,-1,0,1
3,3,2,0,-1,0,1
4,0,2,-1,-1,0,1
5,3,2,3,-1,0,1
6,-2,3,4,-1,0,1
7,1,2,2,-1,0,1
8,-2,3,2,-1,0,1
9,3,3,3,-1,0,1
10,0,1,3,-1,0,1
11,3,4,6,-1,0,1
12,-2,1,5,-1,0,1
13,3,4,8,-1,0,1
14,0,5,9,-1,0,1
15,3,5,10,-1,0,1
16,-2,6,8,-1,0,1
17,1,6,3,-1,0,1
18,-10,-2,1,-1,0,1
19,-5,-3,4,-1,0,1
20,-10,-3,7,-1,0,1
21,-7,-4,7,-1,0,1
22,-10,-3,5,-1,0,1
23,-1,3,7,-1,0,1
24,-6,3,4,-1,0,1
25,-3,3,2,-1,0,1
26,-6,3,2,-1,0,1
27,3,5,-4,-1,0,1
28,-2,5,-3,-1,0,1
29,1,4,-3,-1,0,1
30,-4,1,2,-1,0,1
31,3,0,-1,-1,0,1
32,-2,1,2,-1,0,1
33,1,1,1,-1,0,1
34,-2,2,1,-1,0,1
35,3,5,-3,-1,0,1
36,-4,6,-4,-1,0,1
37,1,3,-4,-1,0,1
38,-8,2,-1,-1,0,1
39,-1,4,1,-1,0,1
40,-8,5,3,-1,0,1
41,-1,10,5,-1,0,1
42,-10,13,6,-1,0,1
43,1,9,2,-1,0,1
44,-6,14,6,-1,0,1
45,3,18,7,-1,1,1
46,-2,19,4,-1,1,1
47,1,12,3,-1,1,1
48,-4,27,3,-1,1,1
49,1,21,4,-1,8,1
50,-8,32,3,-1,8,1
51,3,27,2,-1,8,1
52,-4,28,1,-1,8,1
53,1,23,2,-1,9,1
54,-6,22,4,-1,9,1
